
time,time ns,angle,cadence,pid,corrente effettiva Quad Sx,corrente effettiva Glut Sx,corrente effettiva Hams Sx,corrente effettiva Gastro Sx,corrente effettiva Quad Dx,corrente effettiva Glut Dx,corrente effettiva Hams Dx,corrente effettiva Gastro Dx,power_output_right,power_output_left,tangential_force_right,tangential_force_left,radial_force_right,radial_force_left,heart rate
pedal_cadence_left
pedal_cadence_right
pedal_angle_left
pedal_cadence_right
pedal_time

1001,-3294257031,83.1335,-1,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,-2288959609,83.1281,59.7006,-0.061469,67.2724,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,-2283903826,83.1281,12000,-1,67.2724,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2016,-2278946021,83.1335,12000,-1,67.2724,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2021,-2273979754,83.1281,6000,-1,67.2724,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026,-2269000395,83.1281,12000,-1,67.2724,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2031,-2264006906,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2036,-2259007232,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2041,-2254007633,83.1281,4000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2046,-2249010311,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2051,-2244006304,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2056,-2239008297,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2061,-2234006234,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2066,-2229010320,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2071,-2224009405,83.1281,4000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2076,-2219009250,83.1335,4000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2081,-2214002614,83.1335,4000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2086,-2209006403,83.1335,4000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2091,-2204006136,83.1281,3000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2096,-2199010703,83.1335,3000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2101,-2194007382,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2106,-2189009893,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2111,-2184006108,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2116,-2178989528,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2121,-2173990650,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2126,-2168980755,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2131,-2163981062,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2136,-2158989000,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2141,-2154006048,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2146,-2149008022,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2151,-2144007682,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2156,-2139010100,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2161,-2134007723,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2166,-2129010734,83.1281,4000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2171,-2124008024,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2176,-2118984425,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2181,-2114001417,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2186,-2109007614,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2191,-2104007273,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2196,-2099009081,83.1335,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2201,-2094010037,83.1335,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2206,-2089010197,83.1335,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2211,-2084006764,83.1281,3000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2216,-2079009423,83.1335,3000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2221,-2073972880,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2226,-2068987317,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2231,-2064008847,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2236,-2058984100,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2241,-2053971093,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2246,-2048971216,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2251,-2043972671,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2256,-2038997516,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2261,-2033991398,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2266,-2028982243,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2271,-2023950125,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2276,-2018972359,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2281,-2013960722,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2286,-2008973363,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2293,-2002376808,83.1281,8571.43,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2296,-1998894240,83.1335,8571.43,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2301,-1993970916,83.1281,7500,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2306,-1988992186,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2311,-1983993105,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2316,-1979001357,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2321,-1973995387,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2326,-1969003306,83.1335,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2331,-1964000743,83.1281,2400,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2336,-1959003366,83.1335,2400,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2341,-1954004024,83.1281,6000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
2346,-1948992718,83.1281,12000,-1,14,0,0,15,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,
