
time,time ns,angle,cadence,pid,corrente effettiva Quad Sx,corrente effettiva Glut Sx,corrente effettiva Hams Sx,corrente effettiva Gastro Sx,corrente effettiva Quad Dx,corrente effettiva Glut Dx,corrente effettiva Hams Dx,corrente effettiva Gastro Dx,power_output_right,power_output_left,tangential_force_right,tangential_force_left,radial_force_right,radial_force_left,heart rate,pedal_cadence_left,pedal_cadence_right,pedal_angle_left,pedal_cadence_right,pedal_time

1001,1000706129,100.734,-1,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007,-2288804945,100.734,59.6421,-0.0613214,84.0905,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012,-2283824241,100.734,12000,-1,84.0905,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2017,-2278829019,100.734,12000,-1,84.0905,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2022,-2273829019,100.734,12000,-1,84.0905,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2027,-2268829149,100.734,12000,-1,84.0905,0,0,0,0,0,84.0905,0,0,0,0,0,0,0,0,0,0,0,0,0,
2032,-2263828945,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2037,-2258829297,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2042,-2253830797,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2047,-2248829000,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2052,-2243830334,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2057,-2238829741,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2062,-2233830834,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2067,-2228829741,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2072,-2223829149,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2077,-2218828834,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2082,-2213836723,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2087,-2208838463,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2092,-2203838371,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2097,-2198840223,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2102,-2193840075,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2107,-2188834945,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2112,-2183839575,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2117,-2178838945,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2122,-2173838760,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2127,-2168841704,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2132,-2163836723,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2137,-2158840852,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2142,-2153838612,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2147,-2148840501,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2152,-2143840704,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2157,-2138839186,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2162,-2133837704,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2167,-2128840186,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2172,-2123839352,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2177,-2118841741,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2182,-2113840278,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2187,-2108837834,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2192,-2103840241,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2197,-2098837112,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2202,-2093840315,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2207,-2088840112,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2212,-2083839927,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2217,-2078837667,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2222,-2073839445,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2227,-2068840278,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2232,-2063839149,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2237,-2058839001,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2242,-2053836241,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2247,-2048840390,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2252,-2043839445,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2257,-2038841593,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2262,-2033839315,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2267,-2028837964,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2272,-2023839482,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2277,-2018840982,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2282,-2013839427,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
2287,-2008839315,100.734,12000,-1,28,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
